name,at,x,y,z
1F-COMPUTER-01,,-4.616440812578452,0.9700000286102295,3.639599095379203
1F-COMPUTER-02,,-4.708281412017055,0.9700000286102224,2.1330932786746484
1F-COMPUTER-03,,-1.3553103237207176,1.0132240056991506,3.4577164120743036
1F-COMPUTER-04,,0.4015666182187979,1.0132240056991577,3.359143875818595
1F-COMPUTER-05,,1.8202107119879787,1.0132240056991648,3.4178458365179862
1F-COMPUTER-06,,3.97165931926764,1.0132240056991577,3.4920790306626275
1F-COMPUTER-07,,6.640821428925657,1.0132240056991648,3.6841313616928195
1F-AC-01,,-1.7305162582384068,3.6551673412323,2.581561567834147
1F-AC-02,,7.010829165519005,3.7351672649383545,2.4626033539377765
1F-LIGHT-01,1F-LIGHT-09,-0.04534017492717968,3.6551673412322927,2.603345829133157
1F-LIGHT-10,1F-LIGHT-13,0.5445123601204852,3.6551673412323,-4.133637839235115
1F-LIGHT-14,1F-LIGHT-16,3.425326262731375,3.655167341232307,-4.1957301271639365
1F-LIGHT-17,,1.850550394578462,3.6551673412323,-1.458650280672873
1F-LIGHT-18,,-1.0931723753176035,3.655167341232307,-1.4203755928331128
2F-COMPUTER-01,,-4.379221714769085,4.766567230224609,4.534392710445124
2F-COMPUTER-02,,-2.2561652877189826,4.766567230224609,4.552244277011929
2F-COMPUTER-03,,-0.228518263953692,4.766567230224609,4.561882401056833
2F-COMPUTER-04,,1.6423704034599949,4.766567230224609,4.618829787000342
2F-COMPUTER-05,,3.1148212401501087,4.766567230224609,4.451860667546758
2F-COMPUTER-06,,1.7922311732630618,4.766567230224609,2.8163459731364364
2F-COMPUTER-07,,-0.15655624376247523,4.766567230224602,2.8268528554165204
2F-COMPUTER-08,,-2.528147990668737,4.7665672302246165,2.706937477127977
2F-COMPUTER-09,,-4.319124573977045,4.766567230224609,2.8431010320172954
2F-COMPUTER-10,,-4.184591118755029,4.779595851898193,0.4015801849100997
2F-COMPUTER-11,,-2.191294560639956,4.766567230224609,0.5953001367542816
2F-COMPUTER-12,,-0.12217876066074851,4.779595851898193,0.4374340670731147
2F-COMPUTER-13,,1.7690838255211867,4.7665672302246165,0.5900753801603278
2F-COMPUTER-14,,5.961212338000011,4.766567230224609,3.6751644637030334
2F-COMPUTER-15,,5.959207046935091,4.779595851898193,1.9935526897079043
2F-COMPUTER-16,,5.920532193463216,4.803195953369141,0.33514005607012276
2F-COMPUTER-17,,7.21230581832168,4.766567230224609,0.3762301556163008
2F-COMPUTER-18,,7.383817219748743,4.766567230224609,1.9927943671651303
2F-COMPUTER-19,,7.345534699638777,4.7665672302246165,3.648057899214855
2F-COMPUTER-20,,9.04726968565178,4.766567230224609,3.727886182630289
2F-COMPUTER-21,,9.06890115948525,4.766567230224609,1.9726326579834303
2F-COMPUTER-22,,9.181764633995154,4.766567230224609,0.3331396122433521
2F-COMPUTER-23,,9.0747189269593,4.7665672302246165,-1.2180589949805887
2F-COMPUTER-24,,7.428156411203189,4.766567230224609,-1.2870627293132548
2F-COMPUTER-25,,7.3871616300000005,4.766567230224609,-2.9103006794564523
2F-COMPUTER-26,,9.024573677534118,4.766567230224609,-2.8118952013354237
2F-COMPUTER-27,,9.032470684501046,4.7665672302246165,-3.728229592021923
2F-AC-01,,-1.9645737925061382,7.360334396362301,2.90266061851709
2F-AC-02,,7.210135807821911,7.360334396362301,1.508605937121387
2F-LIGHT-01,2F-LIGHT-09,0.22121724268253207,7.360334396362308,2.795489676133264
2F-LIGHT-10,2F-LIGHT-18,7.148918903347147,7.360334396362301,-0.38145371467596423
2F-LIGHT-19,2F-LIGHT-21,3.297978501132258,7.360334396362308,-4.045428082837746
2F-LIGHT-22,,-1.2880503010578352,7.360334396362301,-1.1797165921756614
2F-LIGHT-23,,-4.1573356319953945,7.360334396362301,-1.2478190673592584
3F-COMPUTER-01,,-3.902830030626387,8.471735000610359,0.266408211276314
3F-COMPUTER-02,,-3.9400279651715167,8.471735000610348,1.6918862795687146
3F-COMPUTER-03,,-4.027623362345292,8.471735000610352,3.3328467890732396
3F-COMPUTER-04,,-4.042411304579241,8.471735000610352,4.986382199986334
3F-COMPUTER-05,,-2.069840742567931,8.471735000610359,0.33050212693574377
3F-COMPUTER-06,,-2.137050618528956,8.471735000610355,1.573445282151953
3F-COMPUTER-07,,-2.0217774122978622,8.471735000610352,3.3963418747844716
3F-COMPUTER-08,,-2.0517524405022316,8.471735000610348,4.854776658711399
3F-COMPUTER-09,,-0.11059310131380959,8.471735000610355,0.3584342125723765
3F-COMPUTER-10,,-0.15301021440082826,8.471735000610352,1.801143426022107
3F-COMPUTER-11,,-0.17788541872847213,8.471735000610348,3.441128169183618
3F-COMPUTER-12,,-0.20161495576858815,8.471735000610355,4.863796795145769
3F-COMPUTER-13,,1.7039052536212391,8.471735000610348,0.3305177052617596
3F-COMPUTER-14,,1.7410778233831223,8.471735000610352,1.7195838694687557
3F-COMPUTER-15,,1.6475349904234424,8.471735000610352,3.4858132671260136
3F-COMPUTER-16,,1.613155716672185,8.471735000610348,4.854968362907584
3F-COMPUTER-17,,2.954772890928104,8.471735000610352,4.454202039620406
3F-COMPUTER-18,,5.686053794637985,8.471735000610348,3.7199817545221463
3F-COMPUTER-19,,5.62555763878899,8.471735000610352,2.1193793171997153
3F-COMPUTER-20,,5.709807840940631,8.471735000610352,0.4786674297234752
3F-COMPUTER-21,,7.1980568848436235,8.471735000610352,0.4491893064579555
3F-COMPUTER-22,,7.337417523673793,8.471735000610355,2.0915071426687195
3F-COMPUTER-23,,7.292071832069166,8.471735000610348,3.817059980232224
3F-COMPUTER-24,,9.027439433516614,8.471735000610355,3.7898295854504713
3F-COMPUTER-25,,8.997366907243427,8.471735000610355,2.0271296958608955
3F-COMPUTER-26,,9.141062633351476,8.471735000610355,0.4035396156352684
3F-COMPUTER-27,,9.047678501427391,8.471735000610355,-1.2068946651316157
3F-COMPUTER-28,,7.383459254733289,8.471735000610352,-1.1591216621018114
