name,at,x,y,z
3F-COMPUTER-29,,7.330359536307519,8.471735000610352,-2.7343381641827564
3F-COMPUTER-30,,9.041703890541674,8.471735000610352,-2.7637514556562843
3F-COMPUTER-31,,9.066546084961175,8.471735000610355,-3.7686017069123965
3F-COMPUTER-32,,-6.01194067082466,8.471735000610348,3.4842446899480057
3F-COMPUTER-33,,-5.966251589530461,8.471735000610352,4.80033694215104
3F-AC-01,,-1.7125152215654906,11.065502166748047,2.782284241369031
3F-AC-02,,7.280724374065044,11.065502166748047,1.4599450679875172
3F-LIGHT-01,3F-LIGHT-09,0.2676189435286836,11.065502166748047,2.659422834506586
3F-LIGHT-10,3F-LIGHT-18,7.390878397322602,11.065502166748043,-0.502532477656553
3F-LIGHT-19,3F-LIGHT-21,0.4797979159418082,11.065502166748047,-4.095167398651255
3F-LIGHT-22,,-1.0864846835669937,11.065502166748047,-1.297940663111592
3F-LIGHT-23,,-3.9279594475314705,11.065502166748043,-1.3289934958481693
4F-COMPUTER-01,,-4.320782901293105,12.176901817321777,0.8430846888508192
4F-COMPUTER-02,,-4.344206023374707,12.176901817321777,2.582874616808022
4F-COMPUTER-03,,-4.225195842356223,12.176901817321784,4.378315273367264
4F-COMPUTER-04,,-2.2925746002616085,12.176901817321784,0.6710872317765872
4F-COMPUTER-05,,-2.194243341592405,12.176901817321777,2.632928544387674
4F-COMPUTER-06,,-2.175453252139884,12.176901817321777,4.4182214443421834
4F-COMPUTER-07,,-0.27997705967613484,12.176901817321777,0.6886551832704875
4F-COMPUTER-08,,-0.22774929712567005,12.176901817321777,2.6290395389225996
4F-COMPUTER-09,,-0.26133558118537437,12.17690181732177,4.436619413417425
4F-COMPUTER-10,,1.5067804243493423,12.176901817321784,0.8691840232146166
4F-COMPUTER-11,,1.6396511691235975,12.176901817321777,2.711830571955476
4F-COMPUTER-12,,1.7254032085604933,12.176901817321777,4.405189273830299
4F-COMPUTER-13,,3.0382610487480886,12.176901817321777,4.164443327307536
4F-AC-01,,-1.6948131731848064,14.770668983459473,2.6247596492879053
4F-LIGHT-01,4F-LIGHT-09,0.10257621989198729,14.770668983459473,2.64910428376575
4F-LIGHT-10,4F-LIGHT-12,0.48037074353756726,14.770668983459476,-4.012902037096785
4F-LIGHT-13,,-1.1928430701932786,14.770668983459469,-1.2532309162636501
4F-LIGHT-14,,-4.20493812684976,14.770668983459473,-1.373092172680023
